"Start time UTC","End time UTC","Hydro power production - real time data"
"2023-12-01T00:01:00.000Z","2023-12-01T00:01:00.000Z","1522.3"
"2023-12-01T00:04:00.000Z","2023-12-01T00:04:00.000Z","1539.7"
"2023-12-01T00:07:00.000Z","2023-12-01T00:07:00.000Z","1538.3"
"2023-12-01T00:10:00.000Z","2023-12-01T00:10:00.000Z","1531.8"
"2023-12-01T00:13:00.000Z","2023-12-01T00:13:00.000Z","1512.5"
"2023-12-01T00:16:00.000Z","2023-12-01T00:16:00.000Z","1518.3"
"2023-12-01T00:19:00.000Z","2023-12-01T00:19:00.000Z","1478.5"
"2023-12-01T00:22:00.000Z","2023-12-01T00:22:00.000Z","1480.5"
"2023-12-01T00:25:00.000Z","2023-12-01T00:25:00.000Z","1464.3"
"2023-12-01T00:28:00.000Z","2023-12-01T00:28:00.000Z","1453.5"
"2023-12-01T00:31:00.000Z","2023-12-01T00:31:00.000Z","1450"
"2023-12-01T00:34:00.000Z","2023-12-01T00:34:00.000Z","1446"
"2023-12-01T00:37:00.000Z","2023-12-01T00:37:00.000Z","1446.5"
"2023-12-01T00:40:00.000Z","2023-12-01T00:40:00.000Z","1445.8"
"2023-12-01T00:43:00.000Z","2023-12-01T00:43:00.000Z","1437.7"
"2023-12-01T00:46:00.000Z","2023-12-01T00:46:00.000Z","1433.7"
"2023-12-01T00:49:00.000Z","2023-12-01T00:49:00.000Z","1423.7"
"2023-12-01T00:52:00.000Z","2023-12-01T00:52:00.000Z","1420.7"
"2023-12-01T00:55:00.000Z","2023-12-01T00:55:00.000Z","1445.5"
"2023-12-01T00:58:00.000Z","2023-12-01T00:58:00.000Z","1435.3"
"2023-12-01T01:01:00.000Z","2023-12-01T01:01:00.000Z","1425.5"
"2023-12-01T01:04:00.000Z","2023-12-01T01:04:00.000Z","1426.7"
"2023-12-01T01:07:00.000Z","2023-12-01T01:07:00.000Z","1414.4"
"2023-12-01T01:10:00.000Z","2023-12-01T01:10:00.000Z","1395.3"
"2023-12-01T01:13:00.000Z","2023-12-01T01:13:00.000Z","1407"
"2023-12-01T01:16:00.000Z","2023-12-01T01:16:00.000Z","1402.2"
"2023-12-01T01:19:00.000Z","2023-12-01T01:19:00.000Z","1397.3"
"2023-12-01T01:22:00.000Z","2023-12-01T01:22:00.000Z","1397.5"
"2023-12-01T01:25:00.000Z","2023-12-01T01:25:00.000Z","1392.3"
"2023-12-01T01:28:00.000Z","2023-12-01T01:28:00.000Z","1376.8"
"2023-12-01T01:31:00.000Z","2023-12-01T01:31:00.000Z","1392.3"
"2023-12-01T01:34:00.000Z","2023-12-01T01:34:00.000Z","1405"
"2023-12-01T01:37:00.000Z","2023-12-01T01:37:00.000Z","1413.7"
"2023-12-01T01:40:00.000Z","2023-12-01T01:40:00.000Z","1412.3"
"2023-12-01T01:43:00.000Z","2023-12-01T01:43:00.000Z","1412.3"
"2023-12-01T01:46:00.000Z","2023-12-01T01:46:00.000Z","1402.5"
"2023-12-01T01:49:00.000Z","2023-12-01T01:49:00.000Z","1408.8"
"2023-12-01T01:52:00.000Z","2023-12-01T01:52:00.000Z","1398.5"
"2023-12-01T01:55:00.000Z","2023-12-01T01:55:00.000Z","1394.3"
"2023-12-01T01:58:00.000Z","2023-12-01T01:58:00.000Z","1390.8"
"2023-12-01T02:01:00.000Z","2023-12-01T02:01:00.000Z","1383.2"
"2023-12-01T02:04:00.000Z","2023-12-01T02:04:00.000Z","1409.7"
"2023-12-01T02:07:00.000Z","2023-12-01T02:07:00.000Z","1404"
"2023-12-01T02:10:00.000Z","2023-12-01T02:10:00.000Z","1397.2"
"2023-12-01T02:13:00.000Z","2023-12-01T02:13:00.000Z","1379"
"2023-12-01T02:16:00.000Z","2023-12-01T02:16:00.000Z","1359.7"
"2023-12-01T02:19:00.000Z","2023-12-01T02:19:00.000Z","1360.8"
"2023-12-01T02:22:00.000Z","2023-12-01T02:22:00.000Z","1364"
"2023-12-01T02:25:00.000Z","2023-12-01T02:25:00.000Z","1366.7"
"2023-12-01T02:28:00.000Z","2023-12-01T02:28:00.000Z","1356"
"2023-12-01T02:31:00.000Z","2023-12-01T02:31:00.000Z","1348.5"
"2023-12-01T02:34:00.000Z","2023-12-01T02:34:00.000Z","1348"
"2023-12-01T02:37:00.000Z","2023-12-01T02:37:00.000Z","1345.3"
"2023-12-01T02:40:00.000Z","2023-12-01T02:40:00.000Z","1344.5"
"2023-12-01T02:43:00.000Z","2023-12-01T02:43:00.000Z","1343.3"
"2023-12-01T02:46:00.000Z","2023-12-01T02:46:00.000Z","1342.3"
"2023-12-01T02:49:00.000Z","2023-12-01T02:49:00.000Z","1349.5"
"2023-12-01T02:52:00.000Z","2023-12-01T02:52:00.000Z","1344"
"2023-12-01T02:55:00.000Z","2023-12-01T02:55:00.000Z","1340.8"
"2023-12-01T02:58:00.000Z","2023-12-01T02:58:00.000Z","1331.3"
"2023-12-01T03:01:00.000Z","2023-12-01T03:01:00.000Z","1326.5"
"2023-12-01T03:04:00.000Z","2023-12-01T03:04:00.000Z","1331"
"2023-12-01T03:07:00.000Z","2023-12-01T03:07:00.000Z","1307"
"2023-12-01T03:10:00.000Z","2023-12-01T03:10:00.000Z","1292.8"
"2023-12-01T03:13:00.000Z","2023-12-01T03:13:00.000Z","1288.8"
"2023-12-01T03:16:00.000Z","2023-12-01T03:16:00.000Z","1263.7"
"2023-12-01T03:19:00.000Z","2023-12-01T03:19:00.000Z","1245.2"
"2023-12-01T03:22:00.000Z","2023-12-01T03:22:00.000Z","1248.8"
"2023-12-01T03:25:00.000Z","2023-12-01T03:25:00.000Z","1248"
"2023-12-01T03:28:00.000Z","2023-12-01T03:28:00.000Z","1251.8"
"2023-12-01T03:31:00.000Z","2023-12-01T03:31:00.000Z","1257.3"
"2023-12-01T03:34:00.000Z","2023-12-01T03:34:00.000Z","1250.5"
"2023-12-01T03:37:00.000Z","2023-12-01T03:37:00.000Z","1240"
"2023-12-01T03:40:00.000Z","2023-12-01T03:40:00.000Z","1227.3"
"2023-12-01T03:43:00.000Z","2023-12-01T03:43:00.000Z","1187.7"
"2023-12-01T03:46:00.000Z","2023-12-01T03:46:00.000Z","1187.7"
"2023-12-01T03:49:00.000Z","2023-12-01T03:49:00.000Z","1155.3"
"2023-12-01T03:52:00.000Z","2023-12-01T03:52:00.000Z","1146.3"
"2023-12-01T03:55:00.000Z","2023-12-01T03:55:00.000Z","1146.5"
"2023-12-01T03:58:00.000Z","2023-12-01T03:58:00.000Z","1140.2"
"2023-12-01T04:01:00.000Z","2023-12-01T04:01:00.000Z","1148.8"
"2023-12-01T04:04:00.000Z","2023-12-01T04:04:00.000Z","1177"
"2023-12-01T04:07:00.000Z","2023-12-01T04:07:00.000Z","1202.5"
"2023-12-01T04:10:00.000Z","2023-12-01T04:10:00.000Z","1196.5"
"2023-12-01T04:13:00.000Z","2023-12-01T04:13:00.000Z","1190.8"
"2023-12-01T04:16:00.000Z","2023-12-01T04:16:00.000Z","1205.5"
"2023-12-01T04:19:00.000Z","2023-12-01T04:19:00.000Z","1193.7"
"2023-12-01T04:22:00.000Z","2023-12-01T04:22:00.000Z","1190"
"2023-12-01T04:25:00.000Z","2023-12-01T04:25:00.000Z","1195.8"
"2023-12-01T04:28:00.000Z","2023-12-01T04:28:00.000Z","1205.5"
"2023-12-01T04:31:00.000Z","2023-12-01T04:31:00.000Z","1212.2"
"2023-12-01T04:34:00.000Z","2023-12-01T04:34:00.000Z","1192.5"
"2023-12-01T04:37:00.000Z","2023-12-01T04:37:00.000Z","1199"
"2023-12-01T04:40:00.000Z","2023-12-01T04:40:00.000Z","1207.8"
"2023-12-01T04:43:00.000Z","2023-12-01T04:43:00.000Z","1212"
"2023-12-01T04:46:00.000Z","2023-12-01T04:46:00.000Z","1214.3"
"2023-12-01T04:49:00.000Z","2023-12-01T04:49:00.000Z","1198.7"
"2023-12-01T04:52:00.000Z","2023-12-01T04:52:00.000Z","1221"
"2023-12-01T04:55:00.000Z","2023-12-01T04:55:00.000Z","1241.09999"
"2023-12-01T04:58:00.000Z","2023-12-01T04:58:00.000Z","1255.8"
"2023-12-01T05:01:00.000Z","2023-12-01T05:01:00.000Z","1241.8"
"2023-12-01T05:04:00.000Z","2023-12-01T05:04:00.000Z","1238.5"
"2023-12-01T05:07:00.000Z","2023-12-01T05:07:00.000Z","1278.8"
"2023-12-01T05:10:00.000Z","2023-12-01T05:10:00.000Z","1347.8"
"2023-12-01T05:13:00.000Z","2023-12-01T05:13:00.000Z","1366.2"
"2023-12-01T05:16:00.000Z","2023-12-01T05:16:00.000Z","1371"
"2023-12-01T05:19:00.000Z","2023-12-01T05:19:00.000Z","1382"
"2023-12-01T05:22:00.000Z","2023-12-01T05:22:00.000Z","1390.7"
"2023-12-01T05:25:00.000Z","2023-12-01T05:25:00.000Z","1413.3"
"2023-12-01T05:28:00.000Z","2023-12-01T05:28:00.000Z","1412.3"
"2023-12-01T05:31:00.000Z","2023-12-01T05:31:00.000Z","1414.7"
"2023-12-01T05:34:00.000Z","2023-12-01T05:34:00.000Z","1432.7"
"2023-12-01T05:37:00.000Z","2023-12-01T05:37:00.000Z","1454.3"
"2023-12-01T05:40:00.000Z","2023-12-01T05:40:00.000Z","1482.3"
"2023-12-01T05:43:00.000Z","2023-12-01T05:43:00.000Z","1496.5"
"2023-12-01T05:46:00.000Z","2023-12-01T05:46:00.000Z","1515.5"
"2023-12-01T05:49:00.000Z","2023-12-01T05:49:00.000Z","1534.3"
"2023-12-01T05:52:00.000Z","2023-12-01T05:52:00.000Z","1563.2"
"2023-12-01T05:55:00.000Z","2023-12-01T05:55:00.000Z","1547"
"2023-12-01T05:58:00.000Z","2023-12-01T05:58:00.000Z","1536.8"
"2023-12-01T06:01:00.000Z","2023-12-01T06:01:00.000Z","1485.5"
"2023-12-01T06:04:00.000Z","2023-12-01T06:04:00.000Z","1461.3"
"2023-12-01T06:07:00.000Z","2023-12-01T06:07:00.000Z","1451.8"
"2023-12-01T06:10:00.000Z","2023-12-01T06:10:00.000Z","1443.5"
"2023-12-01T06:13:00.000Z","2023-12-01T06:13:00.000Z","1445"
"2023-12-01T06:16:00.000Z","2023-12-01T06:16:00.000Z","1442.5"
"2023-12-01T06:19:00.000Z","2023-12-01T06:19:00.000Z","1459.2"
"2023-12-01T06:22:00.000Z","2023-12-01T06:22:00.000Z","1471.3"
"2023-12-01T06:25:00.000Z","2023-12-01T06:25:00.000Z","1512.2"
"2023-12-01T06:28:00.000Z","2023-12-01T06:28:00.000Z","1513.7"
"2023-12-01T06:31:00.000Z","2023-12-01T06:31:00.000Z","1525.5"
"2023-12-01T06:34:00.000Z","2023-12-01T06:34:00.000Z","1510"
"2023-12-01T06:37:00.000Z","2023-12-01T06:37:00.000Z","1519.8"
"2023-12-01T06:40:00.000Z","2023-12-01T06:40:00.000Z","1518.2"
"2023-12-01T06:43:00.000Z","2023-12-01T06:43:00.000Z","1522.4"
"2023-12-01T06:46:00.000Z","2023-12-01T06:46:00.000Z","1524.5"
"2023-12-01T06:49:00.000Z","2023-12-01T06:49:00.000Z","1537.8"
"2023-12-01T06:52:00.000Z","2023-12-01T06:52:00.000Z","1535.2"
"2023-12-01T06:55:00.000Z","2023-12-01T06:55:00.000Z","1547.2"
"2023-12-01T06:58:00.000Z","2023-12-01T06:58:00.000Z","1578.59999"
"2023-12-01T07:01:00.000Z","2023-12-01T07:01:00.000Z","1600.3"
"2023-12-01T07:04:00.000Z","2023-12-01T07:04:00.000Z","1636"
"2023-12-01T07:07:00.000Z","2023-12-01T07:07:00.000Z","1660.7"
"2023-12-01T07:10:00.000Z","2023-12-01T07:10:00.000Z","1697.7"
"2023-12-01T07:13:00.000Z","2023-12-01T07:13:00.000Z","1701.7"
"2023-12-01T07:16:00.000Z","2023-12-01T07:16:00.000Z","1717.7"
"2023-12-01T07:19:00.000Z","2023-12-01T07:19:00.000Z","1720.3"
"2023-12-01T07:22:00.000Z","2023-12-01T07:22:00.000Z","1728.5"
"2023-12-01T07:25:00.000Z","2023-12-01T07:25:00.000Z","1753.3"
"2023-12-01T07:28:00.000Z","2023-12-01T07:28:00.000Z","1756"
"2023-12-01T07:31:00.000Z","2023-12-01T07:31:00.000Z","1756.2"
"2023-12-01T07:34:00.000Z","2023-12-01T07:34:00.000Z","1774.5"
"2023-12-01T07:37:00.000Z","2023-12-01T07:37:00.000Z","1770.5"
"2023-12-01T07:40:00.000Z","2023-12-01T07:40:00.000Z","1785.7"
"2023-12-01T07:43:00.000Z","2023-12-01T07:43:00.000Z","1799.3"
"2023-12-01T07:46:00.000Z","2023-12-01T07:46:00.000Z","1792.2"
"2023-12-01T07:49:00.000Z","2023-12-01T07:49:00.000Z","1808"
"2023-12-01T07:52:00.000Z","2023-12-01T07:52:00.000Z","1852.5"
"2023-12-01T07:55:00.000Z","2023-12-01T07:55:00.000Z","1906.8"
"2023-12-01T07:58:00.000Z","2023-12-01T07:58:00.000Z","1926.5"
"2023-12-01T08:01:00.000Z","2023-12-01T08:01:00.000Z","1958.8"
"2023-12-01T08:04:00.000Z","2023-12-01T08:04:00.000Z","1944.3"
"2023-12-01T08:07:00.000Z","2023-12-01T08:07:00.000Z","1934.2"
"2023-12-01T08:10:00.000Z","2023-12-01T08:10:00.000Z","1927.7"
"2023-12-01T08:13:00.000Z","2023-12-01T08:13:00.000Z","1908.5"
"2023-12-01T08:16:00.000Z","2023-12-01T08:16:00.000Z","1876.7"
"2023-12-01T08:19:00.000Z","2023-12-01T08:19:00.000Z","1860.2"
"2023-12-01T08:22:00.000Z","2023-12-01T08:22:00.000Z","1878.8"
"2023-12-01T08:25:00.000Z","2023-12-01T08:25:00.000Z","1881.3"
"2023-12-01T08:28:00.000Z","2023-12-01T08:28:00.000Z","1907.3"
"2023-12-01T08:31:00.000Z","2023-12-01T08:31:00.000Z","1920.2"
"2023-12-01T08:34:00.000Z","2023-12-01T08:34:00.000Z","1941.2"
"2023-12-01T08:37:00.000Z","2023-12-01T08:37:00.000Z","1941.5"
"2023-12-01T08:40:00.000Z","2023-12-01T08:40:00.000Z","1950.5"
"2023-12-01T08:43:00.000Z","2023-12-01T08:43:00.000Z","1951.8"
"2023-12-01T08:46:00.000Z","2023-12-01T08:46:00.000Z","1970.5"
"2023-12-01T08:49:00.000Z","2023-12-01T08:49:00.000Z","1986.5"
"2023-12-01T08:52:00.000Z","2023-12-01T08:52:00.000Z","2006"
"2023-12-01T08:55:00.000Z","2023-12-01T08:55:00.000Z","2030.2"
"2023-12-01T08:58:00.000Z","2023-12-01T08:58:00.000Z","2046"
"2023-12-01T09:01:00.000Z","2023-12-01T09:01:00.000Z","2054.69999"
"2023-12-01T09:04:00.000Z","2023-12-01T09:04:00.000Z","2054.8"
"2023-12-01T09:07:00.000Z","2023-12-01T09:07:00.000Z","2078.3"
"2023-12-01T09:10:00.000Z","2023-12-01T09:10:00.000Z","2085"
"2023-12-01T09:13:00.000Z","2023-12-01T09:13:00.000Z","2088.8"
"2023-12-01T09:16:00.000Z","2023-12-01T09:16:00.000Z","2089.8"
"2023-12-01T09:19:00.000Z","2023-12-01T09:19:00.000Z","2102"
"2023-12-01T09:22:00.000Z","2023-12-01T09:22:00.000Z","2095.3"
"2023-12-01T09:25:00.000Z","2023-12-01T09:25:00.000Z","2097.8"
"2023-12-01T09:28:00.000Z","2023-12-01T09:28:00.000Z","2105.19999"
"2023-12-01T09:31:00.000Z","2023-12-01T09:31:00.000Z","2105"
"2023-12-01T09:34:00.000Z","2023-12-01T09:34:00.000Z","2092.3"
"2023-12-01T09:37:00.000Z","2023-12-01T09:37:00.000Z","2088.69999"
"2023-12-01T09:40:00.000Z","2023-12-01T09:40:00.000Z","2092.3"
"2023-12-01T09:43:00.000Z","2023-12-01T09:43:00.000Z","2086.19999"
"2023-12-01T09:46:00.000Z","2023-12-01T09:46:00.000Z","2090.8"
"2023-12-01T09:49:00.000Z","2023-12-01T09:49:00.000Z","2078.19999"
"2023-12-01T09:52:00.000Z","2023-12-01T09:52:00.000Z","2064.19999"
"2023-12-01T09:55:00.000Z","2023-12-01T09:55:00.000Z","2052.3"
"2023-12-01T09:58:00.000Z","2023-12-01T09:58:00.000Z","2050.8"
"2023-12-01T10:01:00.000Z","2023-12-01T10:01:00.000Z","2040.2"
"2023-12-01T10:04:00.000Z","2023-12-01T10:04:00.000Z","2051.69999"
"2023-12-01T10:07:00.000Z","2023-12-01T10:07:00.000Z","2029.4"
"2023-12-01T10:10:00.000Z","2023-12-01T10:10:00.000Z","2017.2"
"2023-12-01T10:13:00.000Z","2023-12-01T10:13:00.000Z","2022"
"2023-12-01T10:16:00.000Z","2023-12-01T10:16:00.000Z","2010.3"
"2023-12-01T10:19:00.000Z","2023-12-01T10:19:00.000Z","2004.8"
"2023-12-01T10:22:00.000Z","2023-12-01T10:22:00.000Z","2003.3"
"2023-12-01T10:25:00.000Z","2023-12-01T10:25:00.000Z","1995.2"
"2023-12-01T10:28:00.000Z","2023-12-01T10:28:00.000Z","1990.5"
"2023-12-01T10:31:00.000Z","2023-12-01T10:31:00.000Z","1994.7"
"2023-12-01T10:34:00.000Z","2023-12-01T10:34:00.000Z","1989.8"
"2023-12-01T10:37:00.000Z","2023-12-01T10:37:00.000Z","1990"
"2023-12-01T10:40:00.000Z","2023-12-01T10:40:00.000Z","1999"
"2023-12-01T10:43:00.000Z","2023-12-01T10:43:00.000Z","1997.8"
"2023-12-01T10:46:00.000Z","2023-12-01T10:46:00.000Z","1999.2"
"2023-12-01T10:49:00.000Z","2023-12-01T10:49:00.000Z","2021.2"
"2023-12-01T10:52:00.000Z","2023-12-01T10:52:00.000Z","2022.8"
"2023-12-01T10:55:00.000Z","2023-12-01T10:55:00.000Z","2013.9"
"2023-12-01T10:58:00.000Z","2023-12-01T10:58:00.000Z","2005.5"
"2023-12-01T11:01:00.000Z","2023-12-01T11:01:00.000Z","2001.7"
"2023-12-01T11:04:00.000Z","2023-12-01T11:04:00.000Z","2001.5"
"2023-12-01T11:07:00.000Z","2023-12-01T11:07:00.000Z","2006.7"
"2023-12-01T11:10:00.000Z","2023-12-01T11:10:00.000Z","2011.5"
"2023-12-01T11:13:00.000Z","2023-12-01T11:13:00.000Z","2007.2"
"2023-12-01T11:16:00.000Z","2023-12-01T11:16:00.000Z","1998.7"
"2023-12-01T11:19:00.000Z","2023-12-01T11:19:00.000Z","2007.8"
"2023-12-01T11:22:00.000Z","2023-12-01T11:22:00.000Z","1988.7"
"2023-12-01T11:25:00.000Z","2023-12-01T11:25:00.000Z","1992"
"2023-12-01T11:28:00.000Z","2023-12-01T11:28:00.000Z","1998"
"2023-12-01T11:31:00.000Z","2023-12-01T11:31:00.000Z","1997.5"
"2023-12-01T11:34:00.000Z","2023-12-01T11:34:00.000Z","1999.7"
"2023-12-01T11:37:00.000Z","2023-12-01T11:37:00.000Z","2000.3"
"2023-12-01T11:40:00.000Z","2023-12-01T11:40:00.000Z","2004.5"
"2023-12-01T11:43:00.000Z","2023-12-01T11:43:00.000Z","1995.8"
"2023-12-01T11:46:00.000Z","2023-12-01T11:46:00.000Z","1998"
"2023-12-01T11:49:00.000Z","2023-12-01T11:49:00.000Z","2002.8"
"2023-12-01T11:52:00.000Z","2023-12-01T11:52:00.000Z","2008"
"2023-12-01T11:55:00.000Z","2023-12-01T11:55:00.000Z","2009.2"
"2023-12-01T11:58:00.000Z","2023-12-01T11:58:00.000Z","2002"
"2023-12-01T12:01:00.000Z","2023-12-01T12:01:00.000Z","1978.3"
"2023-12-01T12:04:00.000Z","2023-12-01T12:04:00.000Z","1961.3"
"2023-12-01T12:07:00.000Z","2023-12-01T12:07:00.000Z","1966.8"
"2023-12-01T12:10:00.000Z","2023-12-01T12:10:00.000Z","1987.2"
"2023-12-01T12:13:00.000Z","2023-12-01T12:13:00.000Z","2008.8"
"2023-12-01T12:16:00.000Z","2023-12-01T12:16:00.000Z","2022.7"
"2023-12-01T12:19:00.000Z","2023-12-01T12:19:00.000Z","2021"
"2023-12-01T12:22:00.000Z","2023-12-01T12:22:00.000Z","2020.3"
"2023-12-01T12:25:00.000Z","2023-12-01T12:25:00.000Z","2021.5"
"2023-12-01T12:28:00.000Z","2023-12-01T12:28:00.000Z","2030"
"2023-12-01T12:31:00.000Z","2023-12-01T12:31:00.000Z","2019"
"2023-12-01T12:34:00.000Z","2023-12-01T12:34:00.000Z","2017"
"2023-12-01T12:37:00.000Z","2023-12-01T12:37:00.000Z","2004.7"
"2023-12-01T12:40:00.000Z","2023-12-01T12:40:00.000Z","1993.3"
"2023-12-01T12:43:00.000Z","2023-12-01T12:43:00.000Z","1989.7"
"2023-12-01T12:46:00.000Z","2023-12-01T12:46:00.000Z","1995.3"
"2023-12-01T12:49:00.000Z","2023-12-01T12:49:00.000Z","1995.5"
"2023-12-01T12:52:00.000Z","2023-12-01T12:52:00.000Z","1998.7"
"2023-12-01T12:55:00.000Z","2023-12-01T12:55:00.000Z","1983.7"
"2023-12-01T12:58:00.000Z","2023-12-01T12:58:00.000Z","2000.7"
"2023-12-01T13:01:00.000Z","2023-12-01T13:01:00.000Z","2017.3"
"2023-12-01T13:04:00.000Z","2023-12-01T13:04:00.000Z","2020.3"
"2023-12-01T13:07:00.000Z","2023-12-01T13:07:00.000Z","2005"
"2023-12-01T13:10:00.000Z","2023-12-01T13:10:00.000Z","1999.2"
"2023-12-01T13:13:00.000Z","2023-12-01T13:13:00.000Z","2013.3"
"2023-12-01T13:16:00.000Z","2023-12-01T13:16:00.000Z","2004.8"
"2023-12-01T13:19:00.000Z","2023-12-01T13:19:00.000Z","2015.8"
"2023-12-01T13:22:00.000Z","2023-12-01T13:22:00.000Z","2011"
"2023-12-01T13:25:00.000Z","2023-12-01T13:25:00.000Z","2026.3"
"2023-12-01T13:28:00.000Z","2023-12-01T13:28:00.000Z","2016.3"
"2023-12-01T13:31:00.000Z","2023-12-01T13:31:00.000Z","2014.2"
"2023-12-01T13:34:00.000Z","2023-12-01T13:34:00.000Z","2020.7"
"2023-12-01T13:37:00.000Z","2023-12-01T13:37:00.000Z","2036"
"2023-12-01T13:40:00.000Z","2023-12-01T13:40:00.000Z","2101.69999"
"2023-12-01T13:43:00.000Z","2023-12-01T13:43:00.000Z","2102"
"2023-12-01T13:46:00.000Z","2023-12-01T13:46:00.000Z","2128.69999"
"2023-12-01T13:49:00.000Z","2023-12-01T13:49:00.000Z","2146.3"
"2023-12-01T13:52:00.000Z","2023-12-01T13:52:00.000Z","2157.19999"
"2023-12-01T13:55:00.000Z","2023-12-01T13:55:00.000Z","2160.69999"
"2023-12-01T13:58:00.000Z","2023-12-01T13:58:00.000Z","2181.3"
"2023-12-01T14:01:00.000Z","2023-12-01T14:01:00.000Z","2165.9"
"2023-12-01T14:04:00.000Z","2023-12-01T14:04:00.000Z","2126.9"
"2023-12-01T14:07:00.000Z","2023-12-01T14:07:00.000Z","2104"
"2023-12-01T14:10:00.000Z","2023-12-01T14:10:00.000Z","2145.09999"
"2023-12-01T14:13:00.000Z","2023-12-01T14:13:00.000Z","2154.69999"
"2023-12-01T14:16:00.000Z","2023-12-01T14:16:00.000Z","2163.5"
"2023-12-01T14:19:00.000Z","2023-12-01T14:19:00.000Z","2173.3"
"2023-12-01T14:22:00.000Z","2023-12-01T14:22:00.000Z","2170.5"
"2023-12-01T14:25:00.000Z","2023-12-01T14:25:00.000Z","2176.69999"
"2023-12-01T14:28:00.000Z","2023-12-01T14:28:00.000Z","2185.5"
"2023-12-01T14:31:00.000Z","2023-12-01T14:31:00.000Z","2175.69999"
"2023-12-01T14:34:00.000Z","2023-12-01T14:34:00.000Z","2186.3"
"2023-12-01T14:37:00.000Z","2023-12-01T14:37:00.000Z","2188.69999"
"2023-12-01T14:40:00.000Z","2023-12-01T14:40:00.000Z","2198.19999"
"2023-12-01T14:43:00.000Z","2023-12-01T14:43:00.000Z","2197.5"
"2023-12-01T14:46:00.000Z","2023-12-01T14:46:00.000Z","2206.8"
"2023-12-01T14:49:00.000Z","2023-12-01T14:49:00.000Z","2203.19999"
"2023-12-01T14:52:00.000Z","2023-12-01T14:52:00.000Z","2199.5"
"2023-12-01T14:55:00.000Z","2023-12-01T14:55:00.000Z","2193.5"
"2023-12-01T14:58:00.000Z","2023-12-01T14:58:00.000Z","2195"
"2023-12-01T15:01:00.000Z","2023-12-01T15:01:00.000Z","2217.8"
"2023-12-01T15:04:00.000Z","2023-12-01T15:04:00.000Z","2215.8"
"2023-12-01T15:07:00.000Z","2023-12-01T15:07:00.000Z","2199.3"
"2023-12-01T15:10:00.000Z","2023-12-01T15:10:00.000Z","2190.8"
"2023-12-01T15:13:00.000Z","2023-12-01T15:13:00.000Z","2187"
"2023-12-01T15:16:00.000Z","2023-12-01T15:16:00.000Z","2186.69999"
"2023-12-01T15:19:00.000Z","2023-12-01T15:19:00.000Z","2188.69999"
"2023-12-01T15:22:00.000Z","2023-12-01T15:22:00.000Z","2183.5"
"2023-12-01T15:25:00.000Z","2023-12-01T15:25:00.000Z","2205.5"
"2023-12-01T15:28:00.000Z","2023-12-01T15:28:00.000Z","2204.69999"
"2023-12-01T15:31:00.000Z","2023-12-01T15:31:00.000Z","2205.3"
"2023-12-01T15:34:00.000Z","2023-12-01T15:34:00.000Z","2202"
"2023-12-01T15:37:00.000Z","2023-12-01T15:37:00.000Z","2208.3"
"2023-12-01T15:40:00.000Z","2023-12-01T15:40:00.000Z","2204"
"2023-12-01T15:43:00.000Z","2023-12-01T15:43:00.000Z","2202.8"
"2023-12-01T15:46:00.000Z","2023-12-01T15:46:00.000Z","2214"
"2023-12-01T15:49:00.000Z","2023-12-01T15:49:00.000Z","2220.8"
"2023-12-01T15:52:00.000Z","2023-12-01T15:52:00.000Z","2218.69999"
"2023-12-01T15:55:00.000Z","2023-12-01T15:55:00.000Z","2218"
"2023-12-01T15:58:00.000Z","2023-12-01T15:58:00.000Z","2228.8"
"2023-12-01T16:01:00.000Z","2023-12-01T16:01:00.000Z","2215"
"2023-12-01T16:04:00.000Z","2023-12-01T16:04:00.000Z","2224.19999"
"2023-12-01T16:07:00.000Z","2023-12-01T16:07:00.000Z","2243.5"
"2023-12-01T16:10:00.000Z","2023-12-01T16:10:00.000Z","2249.19999"
"2023-12-01T16:13:00.000Z","2023-12-01T16:13:00.000Z","2246"
"2023-12-01T16:16:00.000Z","2023-12-01T16:16:00.000Z","2241.8"
"2023-12-01T16:19:00.000Z","2023-12-01T16:19:00.000Z","2234.8"
"2023-12-01T16:22:00.000Z","2023-12-01T16:22:00.000Z","2228"
"2023-12-01T16:25:00.000Z","2023-12-01T16:25:00.000Z","2217.3"
"2023-12-01T16:28:00.000Z","2023-12-01T16:28:00.000Z","2212.5"
"2023-12-01T16:31:00.000Z","2023-12-01T16:31:00.000Z","2203.8"
"2023-12-01T16:34:00.000Z","2023-12-01T16:34:00.000Z","2205.5"
"2023-12-01T16:37:00.000Z","2023-12-01T16:37:00.000Z","2201.3"
"2023-12-01T16:40:00.000Z","2023-12-01T16:40:00.000Z","2204.8"
"2023-12-01T16:43:00.000Z","2023-12-01T16:43:00.000Z","2193.69999"
"2023-12-01T16:46:00.000Z","2023-12-01T16:46:00.000Z","2184.69999"
"2023-12-01T16:49:00.000Z","2023-12-01T16:49:00.000Z","2192"
"2023-12-01T16:52:00.000Z","2023-12-01T16:52:00.000Z","2197.5"
"2023-12-01T16:55:00.000Z","2023-12-01T16:55:00.000Z","2210.3"
"2023-12-01T16:58:00.000Z","2023-12-01T16:58:00.000Z","2226.69999"
"2023-12-01T17:01:00.000Z","2023-12-01T17:01:00.000Z","2219.19999"
"2023-12-01T17:04:00.000Z","2023-12-01T17:04:00.000Z","2179.69999"
